,_id,name
25238,25238,Mifamurtide
25239,25239,response to thyroid hormone
25240,25240,PIRC21
25241,25241,CYRIB
25242,25242,ZNF442
25243,25243,intermembrane lipid transfer activity
25244,25244,positive regulation of ERAD pathway
25245,25245,HNRNPK
25246,25246,ZNF619P1
25247,25247,LOC105370593
25248,25248,HMGB4
25249,25249,CSRNP2
25250,25250,DYZ1L1
25251,25251,RNU6ATAC8P
25252,25252,Defective ABCG8 causes gallbladder disease 4 and sitosterolemia
25253,25253,BMPR2
25254,25254,MARK2P1
25255,25255,double-stranded RNA-specific ribonuclease activity
25256,25256,Cytosolic tRNA aminoacylation
25257,25257,LOC105373665
25258,25258,dolichyl-phosphate-mannose-protein mannosyltransferase activity
25259,25259,hemidesmosome assembly
25260,25260,ABCD1P5
25261,25261,Diuresis
25262,25262,NUP188
25263,25263,ACTR1AP1
25264,25264,BRCD1
25265,25265,CORO1C
25266,25266,BATF2
25267,25267,LOC100131770
25268,25268,POP7
25269,25269,AGAP5
25270,25270,galactose metabolic process
25271,25271,MAPK export from nucleus
25272,25272,RNU7-67P
25273,25273,NPM1P45
25274,25274,LOC107986253
25275,25275,YWHAZP8
25276,25276,Hypoglycemic reaction
25277,25277,"CD4-positive, alpha-beta T cell lineage commitment"
25278,25278,heterochromatin organization involved in chromatin silencing
25279,25279,LYZL4
25280,25280,positive regulation of cell cycle G2/M phase transition
25281,25281,Vaginal discharge
25282,25282,LOC105379565
25283,25283,LOC100996384
25284,25284,regulation of pinocytosis
25285,25285,MIR6790
25286,25286,cargo receptor activity
25287,25287,NUP155
25288,25288,HNRNPA3P5
25289,25289,KRTAP13-2
25290,25290,MTND4LP2
25291,25291,SRP101
25292,25292,secretion of lacrimal gland
25293,25293,inward rectifier potassium channel activity
25294,25294,Proctitis ulcerative
25295,25295,Leukotriene receptors
25296,25296,FGF9
25297,25297,LOC107987443
25298,25298,ASNSP5
25299,25299,PSMB3P2
25300,25300,Total spinal block
25301,25301,ASRT3
25302,25302,LDHBP2
25303,25303,OR11H7
25304,25304,establishment of centrosome localization
25305,25305,VPS50
25306,25306,LOC105373461
25307,25307,CRYBA2
25308,25308,NAT8
25309,25309,RPL21P80
25310,25310,TRM10
25311,25311,COLEC12
25312,25312,positive regulation of metanephric mesenchymal cell migration
25313,25313,CORO1B
25314,25314,METTL15
25315,25315,TRHR
25316,25316,IFNWP15
25317,25317,RAS2
25318,25318,FAM71F1
25319,25319,WHAMMP2
25320,25320,HYDIN
25321,25321,site of polarized growth
25322,25322,NDUFA5
25323,25323,POLR2J3
25324,25324,MIR1271
25325,25325,LOC107985349
25326,25326,Phosmet
25327,25327,OPT1
25328,25328,positive regulation of plasma membrane bounded cell projection assembly
25329,25329,melanosome
25330,25330,LINC01072
25331,25331,neutral lipid catabolic process
25332,25332,EEF1GP1
25333,25333,Respiratory depression
25334,25334,DCTN3
25335,25335,OR2W1
25336,25336,LINC02371
25337,25337,ARAP3
25338,25338,GRE3
25339,25339,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent"
25340,25340,LOC111982883
25341,25341,DAZ2
25342,25342,ARHGAP19-SLIT1
25343,25343,CTNNAL1
25344,25344,IGHV6-1
25345,25345,TBC1D15
25346,25346,LOC107984763
25347,25347,RNU5E-6P
25348,25348,LINC02305
25349,25349,RN7SL629P
25350,25350,DBP9
25351,25351,LOC112081404
25352,25352,LOC107987003
25353,25353,pyrimidine nucleobase metabolic process
25354,25354,EP300-AS1
25355,25355,PWRN3
25356,25356,ARHGAP18
25357,25357,MIR320B2
25358,25358,RNU6-767P
25359,25359,LOC107987303
25360,25360,MIR4257
25361,25361,LOC105377722
25362,25362,negative regulation of tumor necrosis factor production
25363,25363,YNL184C
25364,25364,HBB
25365,25365,LOC105370474
25366,25366,OR7E38P
25367,25367,OR2T29
25368,25368,substance P receptor binding
25369,25369,RN7SL558P
25370,25370,ATP7B
25371,25371,H3P39
25372,25372,LOC110120678
25373,25373,RPS17P6
25374,25374,CAMKV
25375,25375,LINC01914
25376,25376,SNORA22C
25377,25377,Rubber sensitivity
25378,25378,SCN4A
25379,25379,negative regulation of interleukin-8 production
25380,25380,ERVK-19
25381,25381,AVT7
25382,25382,sphingolipid biosynthetic process
25383,25383,sterol binding
25384,25384,LOC105374576
25385,25385,LEPROTL1
25386,25386,Pentetic acid
25387,25387,U6 snRNP
25388,25388,histone acetyltransferase activity (H4-K5 specific)
25389,25389,YBR056W
25390,25390,LRRCC1
25391,25391,Equilibrium loss
25392,25392,POU3F3
25393,25393,LOC110121433
25394,25394,SMC5-AS1
25395,25395,LOC107986166
25396,25396,Trolamine salicylate
25397,25397,LINC02818
25398,25398,CG44008
25399,25399,palmitoyl hydrolase activity
25400,25400,HMGB1P5
25401,25401,LOC643494
25402,25402,RPL38P3
25403,25403,WBP11
25404,25404,LOC105379350
25405,25405,LOC112268461
25406,25406,LOC116216119
25407,25407,ONECUT2
25408,25408,USP17L17
25409,25409,TST1
25410,25410,LOC113839565
25411,25411,ZFP69B
25412,25412,HSPA5P1
25413,25413,Serum creatinine increased
25414,25414,OR2AD1P
25415,25415,RIC3-DT
25416,25416,Increased activity
25417,25417,LOC107987099
25418,25418,axon part
25419,25419,IL12 signaling mediated by STAT4
25420,25420,proteoglycan sulfotransferase activity
25421,25421,MAGOH3P
25422,25422,FABP5
25423,25423,PSMC3IP
25424,25424,C1QTNF9
25425,25425,LOC105373666
25426,25426,ZFAND2B
25427,25427,TPGS2
25428,25428,Antibiotic-associated diarrhea
25429,25429,RNU6-1311P
25430,25430,CD82
25431,25431,RNU7-32P
25432,25432,LOC105371167
25433,25433,GUCY2EP
25434,25434,COX5B
25435,25435,RBMY2KP
25436,25436,terpenoid biosynthetic process
25437,25437,Rickets
25438,25438,LRRK1
25439,25439,regulation of dendritic cell cytokine production
25440,25440,TJP1
25441,25441,spindle assembly involved in female meiosis I
25442,25442,LOC105377727
25443,25443,NPR1
25444,25444,GNPTG
25445,25445,growth hormone secretion
25446,25446,Teething pain
25447,25447,PANX1
25448,25448,MREGP1
25449,25449,LOC107985230
25450,25450,TSEN15P3
25451,25451,cranial suture morphogenesis
25452,25452,LOC102723340
25453,25453,MIR4285
25454,25454,LOC107986923
25455,25455,lobar bronchus epithelium development
25456,25456,Phloxine B
25457,25457,renal outer medulla development
25458,25458,LOC100505585
25459,25459,LOC107984388
25460,25460,LOC105378542
25461,25461,WSC4
25462,25462,sodium ion export across plasma membrane
25463,25463,SNORD151
25464,25464,RPL12P23
25465,25465,STK16
25466,25466,response to insulin-like growth factor stimulus
25467,25467,RNA5SP362
25468,25468,LOC102724223
25469,25469,BCC5
25470,25470,RN7SL229P
25471,25471,SRL2
25472,25472,OR11J7P
25473,25473,actin-based cell projection
25474,25474,LOC100631258
25475,25475,IMPA1P1
25476,25476,Caustic injury
25477,25477,Glutathione
25478,25478,"Supranuclear Palsy, Progressive"
25479,25479,ZNF460
25480,25480,Application site exfoliation
25481,25481,KCNK9
25482,25482,RNU6-718P
25483,25483,Diffuse alopecia
25484,25484,LOC105372814
25485,25485,Interactions of Tat with host cellular proteins
25486,25486,metencephalon development
25487,25487,LOC105370263
25488,25488,ELOA3B
25489,25489,DLEU7
25490,25490,VN1R55P
25491,25491,RN7SL141P
25492,25492,ARHGAP4
25493,25493,Ectromelia
25494,25494,LLPH-DT
25495,25495,LOC101929572
25496,25496,MN1
25497,25497,purine ribonucleotide interconversion
25498,25498,PPP2R5CP
25499,25499,LOC100418700
25500,25500,LOC105376823
25501,25501,ZNF232
25502,25502,NUP170
25503,25503,disulfide oxidoreductase activity
25504,25504,histone H2A monoubiquitination
25505,25505,PNOC
25506,25506,LOC110121282
25507,25507,LOC107986019
25508,25508,LOC105374975
25509,25509,HSL1
25510,25510,regulation of proton transport
25511,25511,Folate Metabolism
25512,25512,SRF and miRs in Smooth Muscle Differentiation and Proliferation
25513,25513,LOC112840915
25514,25514,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen"
25515,25515,LOC105379203
25516,25516,LOC112268246
25517,25517,positive regulation of cardiac muscle cell apoptotic process
25518,25518,NMT2
25519,25519,HPCAL4
25520,25520,LOC102724880
25521,25521,MIR574
25522,25522,ion channel binding
25523,25523,anoikis
25524,25524,LOC107987545
25525,25525,ZNF181
25526,25526,LINC01425
25527,25527,positive regulation of eating behavior
25528,25528,cardiac neural crest cell differentiation involved in heart development
25529,25529,RNU6ATAC33P
25530,25530,LOC105372869
25531,25531,membrane depolarization during SA node cell action potential
25532,25532,positive regulation of epithelial cell apoptotic process
25533,25533,LOC105373551
25534,25534,growth factor binding
25535,25535,LOC110120774
25536,25536,RNU6-1112P
25537,25537,LOC100420331
25538,25538,NDUFA5P4
25539,25539,SCLL
25540,25540,Haematology test abnormal
25541,25541,LINC00328
25542,25542,Renal pain
25543,25543,LOC108004538
25544,25544,protein autoubiquitination
25545,25545,LOC100133007
25546,25546,Constipation aggravated
25547,25547,TADA2A
25548,25548,HDAC1P2
25549,25549,Bacampicillin
25550,25550,LOC105377576
25551,25551,MSB3
25552,25552,RBM47
25553,25553,LOC107985147
25554,25554,LOC105375045
25555,25555,Sulfur amino acid metabolism
25556,25556,oxidative RNA demethylation
25557,25557,RPL5
25558,25558,metanephric glomerular mesangial cell differentiation
25559,25559,GOLGA6L1
25560,25560,LOC107986708
25561,25561,FNDC1-IT1
25562,25562,OR52E2
25563,25563,RASA4
25564,25564,LOC112163663
25565,25565,negative regulation of post-translational protein modification
25566,25566,halogenated hydrocarbon metabolic process
25567,25567,PRM3
25568,25568,RPL5P21
25569,25569,OR9H1P
25570,25570,RNU4-59P
25571,25571,regulation of cell fate commitment
25572,25572,RNA5SP246
25573,25573,LOC102724072
25574,25574,RN7SKP276
25575,25575,STRA6
25576,25576,Facial bones fracture
25577,25577,MBNL2
25578,25578,receptor catabolic process
25579,25579,LOC105369297
25580,25580,MOB3A
25581,25581,RAB7B
25582,25582,ANKRD18CP
25583,25583,RGS21
25584,25584,Corneal decompensation
25585,25585,LINC02692
25586,25586,LOC93429
25587,25587,PRR5-ARHGAP8
25588,25588,regulation of RNA stability
25589,25589,RPL29P13
25590,25590,C7orf33
25591,25591,membrane assembly
25592,25592,LCE1D
25593,25593,GK3P
25594,25594,Pituitary adenoma
25595,25595,LOC112694710
25596,25596,LOC105370112
25597,25597,GRXCR1
25598,25598,OR5P4P
25599,25599,TRS-AGA1-1
25600,25600,ANXA3
25601,25601,Clara cell differentiation
25602,25602,Potassium gluconate
25603,25603,transcription factor TFIIIC complex
25604,25604,LOC116309134
25605,25605,MYDGF
25606,25606,EIF2B1
25607,25607,CTSLP6
25608,25608,LINC01345
25609,25609,RPA190
25610,25610,BCO1
25611,25611,ENTPD3-AS1
25612,25612,"positive regulation of Wnt signaling pathway, planar cell polarity pathway"
25613,25613,response to oxidative stress
25614,25614,LSM6
25615,25615,CCDC198
25616,25616,Cervicobrachial syndrome
25617,25617,LOC107985900
25618,25618,DUS1L
25619,25619,regulation of sperm capacitation
25620,25620,Parathyroid disorder
25621,25621,Methylchloroisothiazolinone
25622,25622,peptide receptor activity
25623,25623,ZBTB4
25624,25624,somatotropin secreting cell differentiation
25625,25625,NFU1
25626,25626,Cell-mediated Immunity
25627,25627,BEM2
25628,25628,RPS3AP41
25629,25629,ZBTB22
25630,25630,Congenital megacolon
25631,25631,LOC102724765
25632,25632,NUP84
25633,25633,RN7SL122P
25634,25634,LOC107987394
25635,25635,granulosa cell differentiation
25636,25636,regulation of acute inflammatory response to non-antigenic stimulus
25637,25637,Cdc25c
25638,25638,Non-Hodgkin's lymphoma
25639,25639,LOC105371775
25640,25640,CDY16P
25641,25641,RNU1-86P
25642,25642,Clitoral engorgement
25643,25643,RBM42
25644,25644,LOC105373336
25645,25645,LRRC27
25646,25646,MIR4506
25647,25647,RNU6-764P
25648,25648,IFNR
25649,25649,HPPD
25650,25650,regulation of very-low-density lipoprotein particle clearance
25651,25651,FIGLA
25652,25652,RNU6-1015P
25653,25653,CENPF
25654,25654,positive regulation of cofactor metabolic process
25655,25655,LOC105375800
25656,25656,HSD11B1-AS1
25657,25657,LINC01399
25658,25658,Primary graft dysfunction
25659,25659,SREBF1
25660,25660,LOC105377365
25661,25661,RPS3AP1
25662,25662,Pituitary apoplexy
25663,25663,FLJ40288
25664,25664,LOC110467537
25665,25665,LOC107984996
25666,25666,norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure
25667,25667,Lumiracoxib
25668,25668,RAP1GDS1
25669,25669,MIR181C
25670,25670,SLC25A15P1
25671,25671,LOC107986561
25672,25672,LOC109648318
25673,25673,APH1B
25674,25674,ZNF266
25675,25675,storage vacuole
25676,25676,LOC107984186
25677,25677,LOC105378180
25678,25678,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell
25679,25679,"peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase"
25680,25680,positive regulation of aorta morphogenesis
25681,25681,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
25682,25682,LOC100996724
25683,25683,TEKT4P3
25684,25684,regulation of blood vessel diameter
25685,25685,RN7SKP19
25686,25686,C19orf33
25687,25687,OTSC7
25688,25688,RNU7-99P
25689,25689,Chest discomfort
25690,25690,regulation of protein refolding
25691,25691,SLITRK4
25692,25692,LOC108281164
25693,25693,Y chromosome
25694,25694,MIR924HG
25695,25695,LOC101928491
25696,25696,regulation of leukocyte cell-cell adhesion
25697,25697,Ovulation disorder
25698,25698,all-trans retinal binding
25699,25699,IGLV3-32
25700,25700,LOC105372432
25701,25701,GABRB3
25702,25702,CDC42 signaling events
25703,25703,CIAPIN1P
25704,25704,placenta blood vessel development
25705,25705,OR10S1
25706,25706,RNU6-636P
25707,25707,tetrapyrrole biosynthetic process
25708,25708,AHCY
25709,25709,Glycerophospholipid biosynthesis
25710,25710,linoleic acid metabolic process
25711,25711,TBC1D20
25712,25712,Erythromelalgia
25713,25713,Pseudomembranous enterocolitis
25714,25714,evasion or tolerance of host defense response
25715,25715,Regulation of signaling by CBL
25716,25716,RASSF10-DT
25717,25717,PEX27
25718,25718,regulation of hemopoiesis
25719,25719,CDC27
25720,25720,ZBTB14
25721,25721,PLCH1
25722,25722,SPP1
25723,25723,PCBP2P2
25724,25724,Akinaesthesia
25725,25725,Viraemia
25726,25726,LOC110121080
25727,25727,Pleuritic pain
25728,25728,SLC15A4
25729,25729,LOC105375715
25730,25730,pigmentation
25731,25731,ZNF776
25732,25732,retinal cone cell apoptotic process
25733,25733,nucleoside transmembrane transporter activity
25734,25734,selenocysteine incorporation
25735,25735,MIR323A
25736,25736,INTS2
25737,25737,ATP2C1
25738,25738,MTCO1P30
25739,25739,LOC112267980
25740,25740,brain cancer
25741,25741,chondroitin sulfate binding
25742,25742,RPS27P18
25743,25743,AIFM1
25744,25744,Thromboplastin decreased
25745,25745,LINC00440
25746,25746,LINC01998
25747,25747,Circumscribed scleroderma
25748,25748,lipase binding
25749,25749,ARFGAP3
25750,25750,glandular epithelial cell maturation
25751,25751,LINC01725
25752,25752,RNU2-62P
25753,25753,peptide antigen assembly with MHC class I protein complex
25754,25754,telomere tethering at nuclear periphery
25755,25755,CREB1 phosphorylation through NMDA receptor-mediated activation of RAS signaling
25756,25756,ganglion mother cell fate determination
25757,25757,SYT17
25758,25758,LOC105379434
25759,25759,melanosome assembly
25760,25760,PGGHG
25761,25761,RNU6-503P
25762,25762,ICAM1
25763,25763,LOC100419969
25764,25764,LOC100127934
25765,25765,UBXN10
25766,25766,LOC112538442
25767,25767,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer"
25768,25768,RNU6-536P
25769,25769,RPS15P9
25770,25770,Rab guanyl-nucleotide exchange factor activity
25771,25771,Fc-epsilon receptor signaling pathway
25772,25772,PKMP5
25773,25773,NANOGNBP1
25774,25774,SMARCE1
25775,25775,granulocyte activation
25776,25776,LOC105377246
25777,25777,IOC4
25778,25778,IQCG
25779,25779,Phenylbutazone
25780,25780,Tobramycin
25781,25781,LOC105374843
25782,25782,SAP4
25783,25783,heart valve formation
25784,25784,spn-A
25785,25785,PTMS
25786,25786,LINC02432
25787,25787,DNA ligase IV complex
25788,25788,Adrenal cortical hypofunction
25789,25789,Clonus
25790,25790,PDPN
25791,25791,Methylene blue
25792,25792,LOC107984039
25793,25793,PGA3
25794,25794,LOC105378097
25795,25795,TNFRSF10A-AS1
25796,25796,AKAP17A
25797,25797,Other bacterial diseases
25798,25798,MTND5P26
25799,25799,Polyarthropathy
25800,25800,LINC01500
25801,25801,complement receptor activity
25802,25802,MTND6P20
25803,25803,YCR051W
25804,25804,SSBP3P1
25805,25805,CUL7
25806,25806,KRT18P62
25807,25807,RPSAP55
25808,25808,RPL13P11
25809,25809,SMG6-IT1
25810,25810,actin filament network formation
25811,25811,regulation of iron ion transmembrane transport
25812,25812,LINC01227
25813,25813,modulation by host of viral exo-alpha-sialidase activity
25814,25814,Ca2+ pathway
25815,25815,LOC105372317
25816,25816,Estradiol
25817,25817,LOC112935921
25818,25818,regulation of natural killer cell chemotaxis
25819,25819,response to hexose
25820,25820,sodium ion transmembrane transporter activity
25821,25821,FRA11I
25822,25822,SNORA3B
25823,25823,PPIEL
25824,25824,RN7SKP267
25825,25825,ASIC2
25826,25826,CNTNAP3P5
25827,25827,gig
25828,25828,ALOX15P1
25829,25829,FITM2
25830,25830,C1QTNF7-AS1
25831,25831,ADAP2
25832,25832,DAG1
25833,25833,CMD1Q
25834,25834,MTND3P11
25835,25835,CNE5
25836,25836,LOC105376342
25837,25837,TCB1
25838,25838,LOC116183060
25839,25839,VEGFA
25840,25840,Transport to the Golgi and subsequent modification
25841,25841,LOC285000
25842,25842,ejaculatory duct
25843,25843,Bradyphrenia
25844,25844,LOC105373939
25845,25845,LOC105374314
25846,25846,female meiosis chromosome separation
25847,25847,SSH3
25848,25848,SLC11A2
25849,25849,prenylated protein catabolic process
25850,25850,Asparagine
25851,25851,LOC107985538
25852,25852,CRYZL2P
25853,25853,Acute stress disorder
25854,25854,regulation of DNA-templated transcription in response to stress
25855,25855,Culture negative
25856,25856,positive regulation of T-helper 2 cell cytokine production
25857,25857,LOC110121065
25858,25858,TRAF3 deficiency - HSE
25859,25859,negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway
25860,25860,LOC114022706
25861,25861,RPL29P1
25862,25862,LOC100289230
25863,25863,LOC107984728
25864,25864,PPIAL4G
25865,25865,LOC105378850
25866,25866,LOC112267897
25867,25867,NAV3
25868,25868,RPS20P20
25869,25869,HERC3
25870,25870,cardiac muscle cell differentiation
25871,25871,TRBV6-1
25872,25872,somatic diversification of immune receptors via germline recombination within a single locus
25873,25873,GFOD1-AS1
25874,25874,LOC107984489
25875,25875,FMP27
25876,25876,LOC107987192
25877,25877,LOC101927468
25878,25878,MRPS36
25879,25879,LOC111828513
25880,25880,HSF1-dependent transactivation
25881,25881,PPIL1
25882,25882,SNORA11E
25883,25883,SRRM1P3
25884,25884,OR10AC1
25885,25885,HOXD3
25886,25886,LOC112695105
25887,25887,LOC105370667
25888,25888,TSGA10IP
25889,25889,proximal/distal axis specification
25890,25890,FLJ31104
25891,25891,TRAF6 mediated IRF7 activation
25892,25892,VN1R4
25893,25893,negative regulation of glomerulus development
25894,25894,LOC110120871
25895,25895,wax metabolic process
25896,25896,LOC105373437
25897,25897,RPL34P30
25898,25898,fructose binding
25899,25899,SLC2A5
25900,25900,ZBTB34
25901,25901,PRR20G
25902,25902,LOC105377099
25903,25903,OGG1
25904,25904,BCLAF1P2
25905,25905,HORMAD1
25906,25906,RPS20P1
25907,25907,SH3BP4
25908,25908,RPL9P8
25909,25909,PRP5
25910,25910,regulation of fractalkine biosynthetic process
25911,25911,PRSS1
25912,25912,CAPZA1P2
25913,25913,LOC107986359
25914,25914,RHPN2P1
25915,25915,negative regulation of interleukin-1-mediated signaling pathway
25916,25916,Technetium Tc-99m pertechnetate
25917,25917,PSORS4
25918,25918,cysteine-type carboxypeptidase activity
25919,25919,beta-catenin binding
25920,25920,LOC105377978
25921,25921,DEFB134
25922,25922,SEPTIN10
25923,25923,LINC02312
25924,25924,smooth endoplasmic reticulum
25925,25925,LOC100420466
25926,25926,SLC25A44
25927,25927,negative regulation of hyaluronan biosynthetic process
25928,25928,Status epilepticus
25929,25929,Regulation of nuclear beta catenin signaling and target gene transcription
25930,25930,SYF2P2
25931,25931,OR13C5
25932,25932,FRG1HP
25933,25933,LOC112268029
25934,25934,LOC105372166
25935,25935,negative regulation of retinal ganglion cell axon guidance
25936,25936,FRA1A
25937,25937,"Obesity, Metabolically Benign"
25938,25938,LOC105369763
25939,25939,NCOA4P2
25940,25940,SLC19A3
25941,25941,regulation of postsynaptic neurotransmitter receptor activity
25942,25942,CELIAC13
25943,25943,STMN1
25944,25944,NPAP1P5
25945,25945,LOC105371356
25946,25946,Ligament sprain
25947,25947,GTF2IP13
25948,25948,pyrimidine deoxyribonucleoside metabolic process
25949,25949,SLC48A1
25950,25950,CTBS
25951,25951,Suicidal tendency
25952,25952,ARTN
25953,25953,LOC105376195
25954,25954,MDY2
25955,25955,Mental retardation
25956,25956,positive regulation of cerebellar granule cell precursor proliferation
25957,25957,TTC7A
25958,25958,PPIAP44
25959,25959,TUB
25960,25960,RPL7P47
25961,25961,MIR3912
25962,25962,DOM34
25963,25963,ZNF577
25964,25964,male anatomical structure morphogenesis
25965,25965,GOLGA6L9
25966,25966,MFSD6
25967,25967,ERVFRD-1
25968,25968,3'-flap endonuclease activity
25969,25969,LOC107985423
25970,25970,DAS1
25971,25971,SLC5A10
25972,25972,LOC102723533
25973,25973,Thrombophlebitis injection site
25974,25974,regulation of nephron tubule epithelial cell differentiation
25975,25975,Pharyngeal disorder
25976,25976,RNU105C
25977,25977,LOC107984581
25978,25978,LOC105378735
25979,25979,DSE2
25980,25980,RPS26P34
25981,25981,LOC114827841
25982,25982,retinoic acid 4-hydroxylase activity
25983,25983,CENPW
25984,25984,RNY3P6
25985,25985,C8orf49
25986,25986,TSPAN7
25987,25987,RN7SL749P
25988,25988,FAM78B
25989,25989,MYRIP
25990,25990,sequestering of TGFbeta in extracellular matrix
25991,25991,MRTFA-AS1
25992,25992,HSPE1P17
25993,25993,MTCO1P37
25994,25994,Polymyxin B
25995,25995,RNU1-132P
25996,25996,NIPAL1
25997,25997,MIR548D1
25998,25998,UBTFL3
25999,25999,KRTAP11-1
26000,26000,C12orf29
26001,26001,LOC113839558
26002,26002,HLA-DQA1
26003,26003,"oxidoreductase activity, acting on superoxide radicals as acceptor"
26004,26004,FAM90A3P
26005,26005,HEPACAM
26006,26006,LINC01682
26007,26007,RPL22P17
26008,26008,RN7SL834P
26009,26009,HNF4GP1
26010,26010,BBS1
26011,26011,FAM166A
26012,26012,DDX50P2
26013,26013,nucleosome binding
26014,26014,Calculus bladder
26015,26015,NHLRC1
26016,26016,ASS1P13
26017,26017,LINC01585
26018,26018,OR4A48P
26019,26019,VN2R20P
26020,26020,regulation of interleukin-1 secretion
26021,26021,RPL23AP7
26022,26022,MIR4641
26023,26023,Lipoglycopeptides
26024,26024,PPIL3
26025,26025,Desonide
26026,26026,TCAM1P
26027,26027,ARHGAP45
26028,26028,LOC105374481
26029,26029,TIM12
26030,26030,LOC110121475
26031,26031,LOC100507373
26032,26032,LOC107986208
26033,26033,NFAT protein binding
26034,26034,MIR5696
26035,26035,AVPI1
26036,26036,CFDP1
26037,26037,Epiphyses premature fusion
26038,26038,Dysuria
26039,26039,LOC105379030
26040,26040,"guanylate cyclase complex, soluble"
26041,26041,"CD8-positive, alpha-beta T cell differentiation"
26042,26042,MCMDC2
26043,26043,LOC105379392
26044,26044,"Amnesia, Anterograde"
26045,26045,UBP9
26046,26046,MIR6768
26047,26047,LOC100128059
26048,26048,CREB5
26049,26049,HSPE1P4
26050,26050,follicle-stimulating hormone activity
26051,26051,regulation of modification of postsynaptic structure
26052,26052,mineralocorticoid metabolic process
26053,26053,Triethylenetetramine
26054,26054,LINC01242
26055,26055,Trigeminal neuralgia
26056,26056,RUB1
26057,26057,FAM87B
26058,26058,SYH1
26059,26059,LINC02115
26060,26060,regulation of ER to Golgi vesicle-mediated transport
26061,26061,LOC114803478
26062,26062,"Hearing Loss, Unilateral"
26063,26063,LOC111365194
26064,26064,TAFA4
26065,26065,MIR3168
26066,26066,PTP4A1P3
26067,26067,response to drug
26068,26068,RNU6-934P
26069,26069,LOC100507346
26070,26070,oxidation-reduction process
26071,26071,Cutaneous lupus erythematosus
26072,26072,CETN2
26073,26073,negative regulation of cell junction assembly
26074,26074,LOC105373234
26075,26075,KIR2DS1
26076,26076,"oxidoreductase activity, acting on CH-OH group of donors"
26077,26077,MOCS3P2
26078,26078,regulation of DNA endoreduplication
26079,26079,mannosamine metabolic process
26080,26080,LOC105371209
26081,26081,locomotory exploration behavior
26082,26082,BPIFB6
26083,26083,SNORD116-19
26084,26084,multi-organism reproductive process
26085,26085,CLQTL1
26086,26086,tRNA-specific ribonuclease activity
26087,26087,LOC105376076
26088,26088,ADGB
26089,26089,THBS4
26090,26090,LOC284798
26091,26091,protein phosphatase 2A binding
26092,26092,LOC105377769
26093,26093,CYB5
26094,26094,LINC00917
26095,26095,ZBTB37
26096,26096,LOC105376147
26097,26097,MYP1
26098,26098,MIR1471
26099,26099,TMEM147-AS1
26100,26100,LOC107985336
26101,26101,LINC01512
26102,26102,ribonucleoside metabolic process
26103,26103,purine-containing compound transmembrane transport
26104,26104,LOC102723446
26105,26105,MIR3150A
26106,26106,LOC107986901
26107,26107,Delamanid
26108,26108,CYP2C59P
26109,26109,ADGRF2
26110,26110,OR4F3
26111,26111,SNORD113-6
26112,26112,LOC105378520
26113,26113,astrocyte differentiation
26114,26114,IMP biosynthetic process
26115,26115,LOC100127919
26116,26116,UBA52P5
26117,26117,NUMB
26118,26118,synaptic vesicle fusion to presynaptic active zone membrane
26119,26119,RNA5SP450
26120,26120,LOC102724265
26121,26121,RN7SL516P
26122,26122,ABTB2
26123,26123,LINC00680
26124,26124,ADM5
26125,26125,MIR4654
26126,26126,Posture abnormal
26127,26127,positive regulation of potassium ion transport
26128,26128,RNU7-159P
26129,26129,alditol:NADP+ 1-oxidoreductase activity
26130,26130,ZCCHC4
26131,26131,LOC105372836
26132,26132,TMEM18
26133,26133,GRIN1
26134,26134,LOC100419616
26135,26135,GLYATL3
26136,26136,OR2W6P
26137,26137,OTUD1
26138,26138,VN1R29P
26139,26139,RN7SL290P
26140,26140,TRAPP complex
26141,26141,positive regulation of cGMP-mediated signaling
26142,26142,Migraine without aura
26143,26143,DCDC1
26144,26144,LINC02647
26145,26145,RTN1
26146,26146,LINC01816
26147,26147,SGA1
26148,26148,Striae Distensae
26149,26149,SLC9A8
26150,26150,Psoriatic plaque
26151,26151,galactosylceramide biosynthetic process
26152,26152,regulation of cellular response to hypoxia
26153,26153,LOC105374362
26154,26154,ATP1
26155,26155,LOC107985002
26156,26156,tRNA methylthiolation
26157,26157,glycosaminoglycan catabolic process
26158,26158,LOC110121356
26159,26159,LOC107986093
26160,26160,response to cholesterol
26161,26161,DNA-directed DNA polymerase activity
26162,26162,PPARGC1B
26163,26163,DSCR4
26164,26164,Phenazopyridine
26165,26165,Distention
26166,26166,OR6B3
26167,26167,EML4
26168,26168,LOC112268288
26169,26169,Umeclidinium
26170,26170,Nipple swelling
26171,26171,Plerixafor
26172,26172,reduction of food intake in response to dietary excess
26173,26173,Infusion site induration
26174,26174,glycogenin glucosyltransferase activity
26175,26175,RGS2-AS1
26176,26176,MIR552
26177,26177,cellular response to interleukin-13
26178,26178,LYS14
26179,26179,GRAPL
